sem 0: 	major: ['Letters & Sci Undeclared']: 	1B Mathematics-A 	1 Cognitive Science-A 	98 Education-Credit 	1A Chemistry-A 	1AL Chemistry-A 	sem 1: 	major: ['Letters & Sci Undeclared']: 	1B Biology-A 	1 Italian Studies-A 	10 Computer Science-A 	3AL Chemistry-A 	3A Chemistry-A 	sem 2: 	major: ['Letters & Sci Undeclared']: 	3B Chemistry-A 	2 Italian Studies-Credit 	61A Computer Science-A 	R5B Scandinavian-A 	3BL Chemistry-A 	sem 3: 	major: ['Letters & Sci Undeclared']: 	70 Computer Science-A 	sem 4: 	major: ['Cognitive Science']: 	3 Italian Studies-A 	132 Philosophy-B 	61B Computer Science-A 	197 Education-Credit 	C127 Cognitive Science-A 	140AC Education-A 	sem 5: 	major: ['Cognitive Science']: 	1AL Biology-A 	1A Biology-A 	9F Computer Science-Credit 	C100 Cognitive Science-A 	100 Linguistics-A 	4 Italian Studies-A 	C61 Molecular & Cell Biology-A 	sem 6: 	major: ['Cognitive Science']: 	131 Integrative Biology-A 	131L Integrative Biology-A 	N140 Psychology-A 	sem 7: 	major: ['Cognitive Science']: 	61C Computer Science-A 	8A Physics-A 	131 Cognitive Science-A 	188 Computer Science-A 	198 Computer Science-Credit 	133 Psychology-A 
label: 	['12 Italian Studies', '186 Computer Science', '8B Physics', '160 Computer Science']
label: 	['24 Architecture', '53 Mathematics', '144 Psychology', '7A Physics', '7 Engineering']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	C10 Astronomy-A 	10 Computer Science-A 	2 Physical Education-Credit 	1A Mathematics-A 	98 Mathematics-Credit 
label: 	['C61 Psychology', '12A Philosophy', '97 Computer Science', '3 Physical Education', '61A Computer Science', '1B Mathematics']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', 'H54 Mathematics', '1B Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['1B Mathematics']

sem 0: 	major: ['Electrical Eng & Comp Sci']: 	1A Mathematics-A 	61A Computer Science-B 	R1B English-A 
label: 	['97 Computer Science', '1B Mathematics', '16A Electrical Engineering', '24 Mathematics', '98BC Env Sci, Policy, & Mgmt', '198 Computer Science']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['1B Mathematics']

sem 0: 	major: ['Electrical Eng & Comp Sci']: 	R1B English-A 	61A Computer Science-A 	16A Electrical Engineering-A 
label: 	['195 Computer Science', '26AC Music', '16B Electrical Engineering', '53 Mathematics']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	7A Physics-B 	1B Mathematics-B 	1 German-A 	2AC Anthropology-Credit 
label: 	['61A Computer Science', '116 Public Health', '53 Mathematics', 'R4B College Writing Programs']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Electrical Eng & Comp Sci']: 	98 Engineering-Credit 	R4B College Writing Programs-A 	16A Electrical Engineering-A 	61A Computer Science-A 
label: 	['195 Computer Science', '53 Mathematics', '24 Electrical Engineering', '16B Electrical Engineering', '198 Computer Science']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	1 Psychology-A 	1A Chemistry-A 	25A Philosophy-Credit 	1B Mathematics-A 
label: 	['C8 Statistics', '53 Mathematics', '3AC Anthropology', '88A Information']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Civil Engineering']: 	98 Computer Science-Credit 	1AL Chemistry-A 	1B Mathematics-A 	98 Civil & Environmental Eng-Credit 	92 Civil & Environmental Eng-Credit 	70 Civil & Environmental Eng-B 	1A Chemistry-A 
label: 	['53 Mathematics', '11 Civil & Environmental Eng', '7A Physics', '98 Civil & Environmental Eng', '7 Engineering']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	1 Sociology-A 	R1B Comparative Literature-B 	16A Mathematics-A 	32 Physical Education-A 	98 Statistics-Credit 
label: 	['16B Mathematics', '98 Sociology', 'W21 Statistics', '160B Letters & Science', '2AC Anthropology']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['16B Mathematics']

sem 0: 	major: ['Chemical Biology']: 	4A Chemistry-B 	25AC College Writing Programs-A 	98 Education-Credit 	96 Chemistry-Credit 	R1A Comparative Literature-B 	24 Env Sci, Policy, & Mgmt-Credit 
label: 	['R1B English', '1 Psychology', '4B Chemistry', '53 Mathematics', '8A Physics']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	98 Mathematics-Credit 	1A Mathematics-A 	61A Computer Science-A 	94 Statistics-A 
label: 	['1B Mathematics', '88 Statistics', '97 Computer Science', '88 Civil & Environmental Eng']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['1B Mathematics']

sem 0: 	major: ['Chemical Engineering']: 	1B Mathematics-A 	40 Chemical Engineering-A 	4A Chemistry-A 	35AC Integrative Biology-A 
label: 	['7 Engineering', '25 Letters & Science', '7A Physics', '4B Chemistry', '53 Mathematics']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Chemical Biology']: 	98 Public Health-Credit 	96 Chemistry-Credit 	1B Mathematics-C 	4A Chemistry-C 	R1B English-B 
label: 	['53 Mathematics', '4B Chemistry', '7A Physics', '127AC History']
predict: 	['12A Philosophy', '5 Linguistics', 'W1 Psychology', '3 German', '40 Plant Biology', '4B Environmental Design', '24 History', '2 Psychology', '40 Geography', '1B Chinese']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	5 Political Science-Credit 	C10 Astronomy-A 	21 Statistics-A 	C10 Physics-A 
label: 	['190C Industrial Eng & Ops Rsch', 'R1B Rhetoric', '100B Economics', '70 Computer Science', '61A Computer Science', '198 Business Admin-Undergrad']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '54 Mathematics']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	10A Classics-A 	C10 Astronomy-A 	40 Theater Dance & Perf Stds-A 	50AC Gender & Womens Studies-A 
label: 	['3 Physical Education', '1 French', '1 Anthropology', '61A Computer Science']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	[]

sem 0: 	major: ['Electrical Eng & Comp Sci']: 	61A Computer Science-B 	R1A English-B 	53 Mathematics-C 
label: 	['7A Physics', '97 Computer Science', '1B Mathematics', '100AC Gender & Womens Studies']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['1B Mathematics']

sem 0: 	major: ['Chemistry']: 	98 Molecular & Cell Biology-Credit 	H1B Mathematics-B 	R1A Rhetoric-B 	96 Chemistry-Credit 	1A Chemistry-B 	1AL Chemistry-A 
label: 	['98W Chemistry', '53 Mathematics', '7A Physics', '1 Economics']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Chemical Engineering']: 	4A Chemistry-B 	50AC Gender & Womens Studies-A 	98 Energy and Resources-Credit 	1B Mathematics-A 	96 Chemistry-Credit 
label: 	['98BC Env Sci, Policy, & Mgmt', '53 Mathematics', '4B Chemistry', '7A Physics']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Bioengineering']: 	24 Bioengineering-Credit 	1AL Chemistry-A 	53 Mathematics-B 	1A Chemistry-A 	10 Bioengineering-A 	R1B Comparative Literature-B 
label: 	['7A Physics', '3A Chemistry', '7 Engineering', '25 Bioengineering', '3AL Chemistry']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '1A Mathematics', '16B Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	[]

sem 0: 	major: ['Engineering Undeclared']: 	15 Engineering-A 	5 History-A 	92 Civil & Environmental Eng-Credit 	C62 Molecular & Cell Biology-A 	1A Mathematics-A 	92 Engineering-Credit 
label: 	['7A Physics', '142 Music', '53 Mathematics', '7 Engineering']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Chemical Biology']: 	96 Chemistry-Credit 	2AC Anthropology-A 	4A Chemistry-B 	1B Mathematics-B 	2 Physical Education-Credit 
label: 	['4B Chemistry', '98 Molecular & Cell Biology', '7A Physics', '53 Mathematics', '1 Physical Education']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Environmental Eng Science']: 	R1A Comparative Literature-B 	1B Mathematics-B 	92 Engineering-Credit 	7A Physics-B 
label: 	['R1B Comparative Literature', '7B Physics', '53 Mathematics', '7 Engineering']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	61AS Computer Science-A 	R5A Scandinavian-A 	39E Letters & Science-A 	94 Statistics-A 
label: 	['2AC Anthropology', '61AS Computer Science', '53 Mathematics', '134 Statistics']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '54 Mathematics']
correct: 	['53 Mathematics']

sem 0: 	major: ['Chemical Engineering']: 	141 Music-A 	40 Chemical Engineering-A 	1B Mathematics-A 	49C Music-A 	4A Chemistry-A 
label: 	['141 Music', '4B Chemistry', '53 Mathematics', '7A Physics', '7 Engineering']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	1B Mathematics-C 	98 Engineering-Credit 	61A Computer Science-Credit 	7A Chinese-B 
label: 	['54 Mathematics', '40 Plant Biology', '34 Classics', '53 Mathematics']
predict: 	['10B Mathematics', 'H54 Mathematics', '16B Mathematics', '16A Mathematics', '32 Mathematics', '12A Philosophy', 'C3 Economics', '1B Biology', '5 Linguistics', '40 Mechanical Engineering']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	1B Mathematics-B 	97 Education-Credit 	45B English-B 	10 Business Admin-Undergrad-A 	61A Computer Science-B 
label: 	['2 Political Science', '100B Economics', '24 Classics', '20 Statistics']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	[]

sem 0: 	major: ['Bioengineering']: 	7A Physics-B 	25 Engineering-C 	98 Mechanical Engineering-Credit 	159AC Geography-Credit 	1B Mathematics-A 
label: 	['53 Mathematics', '7 Engineering', 'C61 Molecular & Cell Biology', '7B Physics']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Electrical Eng & Comp Sci']: 	61A Computer Science-A 	160AC Env Sci, Policy, & Mgmt-Credit 	16A Electrical Engineering-A 
label: 	['16B Electrical Engineering', '7A Physics']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	[]

sem 0: 	major: ['Engineering Undeclared']: 	1A Mathematics-A 	61A Computer Science-B 	92 Engineering-Credit 	101AC American Studies-Credit 
label: 	['16A Electrical Engineering', 'R1A Film', '53 Mathematics']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Environmental Sciences']: 	1A Chemistry-B 	R2B Asian American Studies-A 	1AL Chemistry-A 	6 Env Sci, Policy, & Mgmt-A 	24 Integrative Biology-B 	98BC Env Sci, Policy, & Mgmt-Credit 
label: 	['7B History', 'C61 Psychology', '61A Computer Science', '1 Environmental Design']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	[]

sem 0: 	major: ['Electrical Eng & Comp Sci']: 	98 Computer Science-Credit 	61A Computer Science-A 	16A Electrical Engineering-A 	53 Mathematics-A 
label: 	['70 Computer Science', 'R4B College Writing Programs', '16B Electrical Engineering']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	1A Chemistry-A 	1A Mathematics-A 	61A Computer Science-B 	32 Molecular & Cell Biology-A 
label: 	['R1A Film', '1B Mathematics', '7A Physics', '61B Computer Science', 'C8 Computer Science']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['1B Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	98 Cognitive Science-Credit 	98 English-Credit 	1AL Chemistry-A 	R4B College Writing Programs-A 	1A Chemistry-A 	10A Mathematics-A 	C25 German-A 
label: 	['C61 Molecular & Cell Biology', '61A Computer Science', '55 Mathematics', '100 Linguistics']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '1A Mathematics', '16B Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['55 Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	C50 East Asian Languages-Credit 	R1A English-A 	10 Nutritional Science & Tox-A 	1B Mathematics-A 
label: 	['53 Mathematics', 'R1B English', '2 Statistics', '24 Chemistry']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	5 Linguistics-A 	1A Chemistry-A 	1AL Chemistry-A 	1 Physical Education-Credit 	1B Mathematics-A 	24 Political Economy-Credit 
label: 	['53 Mathematics', '7A Physics', '24 Chemistry', '4B Chemistry']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Mechanical Engineering']: 	2 Statistics-B 	1A Chemistry-B 	25 Engineering-B 	1AL Chemistry-B 	98 Music-Credit 
label: 	['7 Engineering', '7A Physics', '53 Mathematics']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '1A Mathematics', '16B Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	1 Spanish-A 	10 Computer Science-B 	1B Mathematics-A 
label: 	['3 Spanish', '3AC Sociology', '61A Computer Science', '53 Mathematics']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Electrical Eng & Comp Sci']: 	53 Mathematics-B 	61A Computer Science-A 	7A Physics-B 
label: 	['7B Physics', '182AC Education']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '54 Mathematics']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	16B Mathematics-A 	160AC Env Sci, Policy, & Mgmt-A 	161 Env Sci, Policy, & Mgmt-A 	27 Music-A 
label: 	['50 Molecular & Cell Biology', '190A Industrial Eng & Ops Rsch', '10 Business Admin-Undergrad', '190T Business Admin-Undergrad', '185 Industrial Eng & Ops Rsch']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	2AC Anthropology-A 	53 Mathematics-B 	1A Chemistry-A 	1 German-B 	1AL Chemistry-A 
label: 	['R1B Comparative Literature', '1AL Biology', '98 Molecular & Cell Biology', '1A Biology', '10B Mathematics', '2 German']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '1A Mathematics', '16B Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['10B Mathematics', '1A Biology']

sem 0: 	major: ['Letters & Sci Undeclared']: 	4A Chemistry-B 	98 Chemistry-Credit 	1B Mathematics-A 	61A Computer Science-Credit 	7A Physics-A 
label: 	['7B Physics', '4B Chemistry', '53 Mathematics', 'R2A Asian American Studies']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	24 Integrative Biology-Credit 	5 History-A 	61A Computer Science-A 	24 Slavic Languages & Lit-Credit 	12 History-B 	90 Design Innovation-A 	98 Mechanical Engineering-Credit 
label: 	['171C History', 'C8 Computer Science', '198 Computer Science', '88 Civil & Environmental Eng', '97 Computer Science', '24 Chicano Studies']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	98 Architecture-Credit 	2AC Anthropology-Credit 	1A Mathematics-A 	7A Physics-A 	C10 Astronomy-A 
label: 	['1B Mathematics', '20 Geography', '7B Physics', 'W1 Psychology']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['1B Mathematics']

sem 0: 	major: ['Electrical Eng & Comp Sci']: 	1 French-Credit 	98 Engineering-Credit 	16A Electrical Engineering-B 	61A Computer Science-B 
label: 	['121 Asian American Studies', '53 Mathematics', '16B Electrical Engineering', '198 Nutritional Science & Tox']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	C70U Letters & Science-B 	98 Industrial Eng & Ops Rsch-Credit 	1B Mathematics-A 	2 Env Sci, Policy, & Mgmt-Credit 	98BC Mathematics-Credit 
label: 	['125 Letters & Science', '160B Letters & Science', '12A Philosophy', '53 Mathematics']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Mechanical Engineering']: 	124A History-Credit 	98 Engineering-Credit 	7A Physics-A 	1B Mathematics-A 	25 Engineering-A 
label: 	['7 Engineering', 'R2A Asian American Studies', '7B Physics', '53 Mathematics', '26 Engineering']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	1 Italian Studies-A 	7 Philosophy-B 	C62 Molecular & Cell Biology-B 	C10 Astronomy-B 
label: 	['10 Computer Science', '2 Italian Studies', 'R1B History of Art', 'C61 Molecular & Cell Biology', '98 Cognitive Science']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	R1A Comparative Literature-A 	27 Music-A 	53 Mathematics-A 	21 Statistics-A 
label: 	['98 Statistics', '98 Public Policy', '100B Economics', '10 Astronomy', '10 Business Admin-Undergrad', '133 Statistics']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	[]

sem 0: 	major: ['Materials Science & Eng']: 	24 Bioengineering-Credit 	1A Chemistry-A 	2AC Anthropology-Credit 	10 Bioengineering-A 	1B Mathematics-A 	1AL Chemistry-A 
label: 	['3A Chemistry', '53 Mathematics', 'R2A Asian American Studies', '7A Physics', '25 Bioengineering', '3AL Chemistry']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	1A Mathematics-Credit 	3AC Anthropology-B 	R44 Classics-A 	1B Mathematics-B 
label: 	['C188C History', '41 Molecular & Cell Biology', '53 Mathematics', '24 English', '82 UGIS-UG Interdisc Studies']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Materials Science & Eng']: 	25AC College Writing Programs-A 	7A Physics-B 	R5A German-A 	1B Mathematics-A 
label: 	['45 Engineering', '7B Physics', '53 Mathematics', '7 Engineering']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '54 Mathematics']
correct: 	['53 Mathematics']

sem 0: 	major: ['Mechanical Engineering']: 	98 Engineering-Credit 	1A Mathematics-C 	R1B History of Art-A 	25 Engineering-C 	1 Psychology-A 
label: 	['140 Psychology', '7A Physics', '1B Mathematics', '26 Engineering']
predict: 	['10B Mathematics', 'H54 Mathematics', '16B Mathematics', '16A Mathematics', '32 Mathematics', '12A Philosophy', 'C3 Economics', '5 Linguistics', '1B Biology', '40 Mechanical Engineering']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	198 Education-Credit 	134 Statistics-B 	198 Statistics-Credit 	133 Statistics-A 
label: 	['135 Statistics', '197 Education', '162 Industrial Eng & Ops Rsch', '197 Statistics', '140AC Education', '198 Statistics']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	198 Business Admin-Undergrad-Credit 	2AC Anthropology-A 	16B Mathematics-A 	C62 Molecular & Cell Biology-A 	10 Computer Science-A 
label: 	['20 Statistics', '61A Computer Science', '97 Computer Science', '198 Public Health', '29 Music', '116 Public Health']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', 'H54 Mathematics', '1B Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	[]

sem 0: 	major: ['Bioengineering']: 	R1A African American Studies-A 	1B Mathematics-A 	24 Bioengineering-Credit 	3A Chemistry-A 	3AL Chemistry-A 	10 Bioengineering-A 
label: 	['61A Computer Science', '301C Chemistry', '53 Mathematics', '7A Physics', '98 Education', '25 Bioengineering']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '1A Mathematics', '16B Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	C70U Letters & Science-Credit 	16B Mathematics-A 	10 Business Admin-Undergrad-B 	R1A Theater Dance & Perf Stds-B 
label: 	['20 Statistics', '40 Plant Biology', '98 Mathematics', '61A Computer Science']
