sem 0: 	major: ['Letters & Sci Undeclared']: 	7A Japanese-A 	5 Political Science-Credit 	C19 Psychology-Credit 	C10 Physics-B 	sem 1: 	major: ['Letters & Sci Undeclared']: 	1 Sociology-A 	166 Sociology-Credit 	2 Political Science-A 	7B History-B 	sem 2: 	major: ['Letters & Sci Undeclared']: 	1 Political Science-A 	3 Political Science-A 	sem 3: 	major: ['Letters & Sci Undeclared']: 	61A Computer Science-Credit 	R5B Slavic Languages & Lit-B 	54 Mathematics-Credit 	198 Business Admin-Undergrad-Credit 	sem 4: 	major: ['Political Science']: 	12A Philosophy-B 	112A Political Science-B 	154 Legal Studies-B 	1BX Korean-A 	149E Political Science-A 	sem 5: 	major: ['Political Science']: 	W21 Statistics-A 	sem 6: 	major: ['Political Science']: 	100A Economics-B 	190 Public Policy-B 	143B Political Science-B 	136 Economics-B 
label: 	['151 Economics', '186 Political Science', '109P Political Science', '140 Economics']
sem 0: 	major: ['Letters & Sci Undeclared']: 	16A Mathematics-A 	1 Letters & Science-Credit 	1 Physical Education-B 	50 Chicano Studies-A 	3AC Anthropology-A 	sem 1: 	major: ['Letters & Sci Undeclared']: 	1 Economics-C 	R1A Rhetoric-A 	16B Mathematics-B 	20 Geography-A 	2 Physical Education-Credit 	sem 2: 	major: ['Letters & Sci Undeclared']: 	R1B Comparative Literature-B 	21 Spanish-A 	20 Statistics-A 	10 Business Admin-Undergrad-B 
label: 	['41 Molecular & Cell Biology', '20 Chicano Studies', '100A Economics', '3 Earth & Planetary Science']
predict: 	['2 Statistics', '53 Mathematics', '100A Economics', '54 Mathematics', '140 Economics', 'C3 Economics', '10B Mathematics', '113 Mathematics', 'W21 Statistics', '128A Mathematics']
correct: 	['100A Economics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	1 Economics-A 	10 Theater Dance & Perf Stds-A 	98 Film-Credit 	160 Film-A 	179 Political Science-Credit 	16B Mathematics-A 	sem 1: 	major: ['Letters & Sci Undeclared']: 	105 Economics-A 	20 Statistics-A 	10 Media Studies-A 	10 Business Admin-Undergrad-A 
label: 	['100A Economics', '107 Business Admin-Undergrad', 'C10 Env Sci, Policy, & Mgmt', '1 Political Science']
predict: 	['2 Statistics', '53 Mathematics', '100A Economics', '54 Mathematics', '140 Economics', 'C3 Economics', '1 Economics', '10B Mathematics', '113 Mathematics', '16B Mathematics']
correct: 	['100A Economics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	10 Business Admin-Undergrad-A 	410 Music-A 	29 Music-A 	16B Mathematics-C 	144 Music-A 	14 Gender & Womens Studies-A 	98 Business Admin-Undergrad-Credit 	sem 1: 	major: ['Letters & Sci Undeclared']: 	C70V Letters & Science-B 	144 Music-A 	20A Music-A 	1 Economics-C 	C20 Earth & Planetary Science-A 
label: 	['W21 Statistics', '100A Economics', '20B Music', 'R1B Theater Dance & Perf Stds']
predict: 	['2 Statistics', '100A Economics', '20 Statistics', '54 Mathematics', '140 Economics', 'C3 Economics', '16B Mathematics', '10B Mathematics', '113 Mathematics', 'W21 Statistics']
correct: 	['100A Economics', 'W21 Statistics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	1A Mathematics-C 	2 French-A 	R4B College Writing Programs-C 	sem 1: 	major: ['Letters & Sci Undeclared']: 	11 History of Art-A 	24 Linguistics-Credit 	3 French-A 	179 Political Science-Credit 	24 Political Economy-Credit 	1B Mathematics-B 	sem 2: 	major: ['Letters & Sci Undeclared']: 	98 Spanish-Credit 	98 Economics-Credit 	1 Economics-A 	20 Statistics-A 	171 History of Art-A 
label: 	['4 French', '41 Molecular & Cell Biology', '100A Economics', '45 International & Area Stds']
predict: 	['2 Statistics', '53 Mathematics', '100A Economics', '54 Mathematics', '140 Economics', 'C3 Economics', '10B Mathematics', '113 Mathematics', '16B Mathematics', 'W21 Statistics']
correct: 	['100A Economics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	W21 Statistics-A 	1B Mathematics-B 	R1B History of Art-B 	98 Theater Dance & Perf Stds-Credit 	sem 1: 	major: ['Letters & Sci Undeclared']: 	1X Chinese-A 	1 Economics-B 	C10 Physics-Credit 	10 Business Admin-Undergrad-B 
label: 	['101A Economics', 'C10 Env Sci, Policy, & Mgmt', '198BC Music', '10X Chinese']
predict: 	['2 Statistics', '53 Mathematics', '20 Statistics', '100A Economics', '54 Mathematics', '140 Economics', 'C3 Economics', '10B Mathematics', '113 Mathematics', '16B Mathematics']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	98 International & Area Stds-Credit 	98 Business Admin-Undergrad-Credit 	1 Economics-B 	16B Mathematics-A 	10 Nutritional Science & Tox-A 	sem 1: 	major: ['Letters & Sci Undeclared']: 	27 Music-B 	98 Psychology-Credit 	98 Env Sci, Policy, & Mgmt-Credit 	10 Business Admin-Undergrad-B 	50AC Env Sci, Policy, & Mgmt-A 
label: 	['20 Statistics', '100A Economics', '198 Psychology', '136 Sociology']
predict: 	['2 Statistics', '53 Mathematics', '20 Statistics', '100A Economics', '54 Mathematics', '1 Economics', 'C3 Economics', '140 Economics', '10B Mathematics', '113 Mathematics']
correct: 	['20 Statistics', '100A Economics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	53 Mathematics-B 	98 Engineering-Credit 	160B Letters & Science-Credit 	2 Political Science-A 	1 Economics-A 	sem 1: 	major: ['Letters & Sci Undeclared']: 	11A Persian-A 	54 Mathematics-A 	21 Statistics-A 
label: 	['101A Economics', '55 Mathematics', '127AC History', 'R5B South Asian']
predict: 	['2 Statistics', '53 Mathematics', '20 Statistics', '100A Economics', '1 Economics', '140 Economics', 'C3 Economics', '10B Mathematics', '113 Mathematics', '16B Mathematics']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	R1B Rhetoric-A 	16A Mathematics-A 	98 Sociology-Credit 	2 Psychology-A 	11 Physical Education-Credit 	sem 1: 	major: ['Letters & Sci Undeclared']: 	10 Geography-Credit 	50AC Env Sci, Policy, & Mgmt-Credit 	20 Statistics-B 	11 Physical Education-Credit 
label: 	['11 Physical Education', '16B Mathematics', '1 Economics', '98BC Mathematics', 'C12 Astronomy']
predict: 	['2 Statistics', '53 Mathematics', '100A Economics', '54 Mathematics', '1 Economics', '140 Economics', 'C3 Economics', '16B Mathematics', '113 Mathematics', '10B Mathematics']
correct: 	['1 Economics', '16B Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	C10 Astronomy-A 	2 Economics-A 	16B Mathematics-A 	4B History-A 	sem 1: 	major: ['Letters & Sci Undeclared']: 	7A History-A 	20 Statistics-A 	16A Mathematics-A 	10 Business Admin-Undergrad-B 
label: 	['6B History', '20 Geography', '100A Economics', '5 History']
predict: 	['2 Statistics', '53 Mathematics', '100A Economics', '54 Mathematics', '140 Economics', 'C3 Economics', '1 Economics', '10B Mathematics', '113 Mathematics', 'W21 Statistics']
correct: 	['100A Economics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	25B Philosophy-B 	C70U Letters & Science-B 	16B Mathematics-Credit 	C61 Psychology-A 	sem 1: 	major: ['Letters & Sci Undeclared']: 	98 Cognitive Science-Credit 	10 Geography-A 	30 History-A 	61A Computer Science-B 
label: 	['1 Economics', '120 Sociology', '198 Molecular & Cell Biology', '100 Linguistics']
predict: 	['53 Mathematics', '2 Statistics', '20 Statistics', '100A Economics', '54 Mathematics', '1 Economics', 'C3 Economics', '140 Economics', '10B Mathematics', '113 Mathematics']
correct: 	['1 Economics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	3 Spanish-Credit 	7B History-Credit 	1 Economics-A 	16B Mathematics-A 	sem 1: 	major: ['Letters & Sci Undeclared']: 	C62 Molecular & Cell Biology-A 	10 Business Admin-Undergrad-B 	80 Earth & Planetary Science-A 	20 Statistics-A 
label: 	['100A Economics', '98 History', '103 Business Admin-Undergrad', '110 South Asian']
predict: 	['2 Statistics', '53 Mathematics', '100A Economics', '54 Mathematics', '140 Economics', '1 Economics', 'C3 Economics', '10B Mathematics', '113 Mathematics', '16B Mathematics']
correct: 	['100A Economics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	1 Economics-B 	7B History-A 	16B Mathematics-A 	C10 Astronomy-Credit 	sem 1: 	major: ['Letters & Sci Undeclared']: 	5 History-A 	190 Public Policy-A 	30 History-A 	10 Business Admin-Undergrad-A 	198 Business Admin-Undergrad-Credit 
label: 	['C101 Natural Resources', '6B History', '20 Statistics', '100A Economics']
predict: 	['2 Statistics', '53 Mathematics', '20 Statistics', '100A Economics', '54 Mathematics', '140 Economics', '1 Economics', 'C3 Economics', '10B Mathematics', '113 Mathematics']
correct: 	['20 Statistics', '100A Economics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	98 Public Health-Credit 	C10 Development Studies-A 	5 Political Science-A 	1 Spanish-A 	sem 1: 	major: ['Letters & Sci Undeclared']: 	16A Mathematics-A 	C70U Letters & Science-Credit 	98 Computer Science-Credit 	46 Slavic Languages & Lit-A 	3 Slavic Languages & Lit-A 	sem 2: 	major: ['Letters & Sci Undeclared']: 	4 Russian-A 	16B Mathematics-A 	100A Economics-C 	50AC Gender & Womens Studies-A 
label: 	['10 Nutritional Science & Tox', '45 International & Area Stds', '160 History', 'C100 Development Studies']
predict: 	['2 Statistics', '54 Mathematics', '1 Economics', '140 Economics', 'C3 Economics', '10B Mathematics', 'W21 Statistics', '113 Mathematics', '128A Mathematics', '134 Statistics']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	21AC Ethnic Studies-A 	20 Earth & Planetary Science-A 	sem 1: 	major: ['Letters & Sci Undeclared']: 	12A Philosophy-B 	20 Statistics-C 	10 Nutritional Science & Tox-A 
label: 	['61A Computer Science', '24 Plant Biology', '2 Economics', '10X Chinese', '198 Computer Science']
predict: 	['100A Economics', '1 Economics', '54 Mathematics', '140 Economics', 'C3 Economics', '16B Mathematics', '10B Mathematics', 'W21 Statistics', '113 Mathematics', '128A Mathematics']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	W1 Letters & Science-Credit 	sem 1: 	major: ['Letters & Sci Undeclared']: 	1A Mathematics-A 	24 Env Sci, Policy, & Mgmt-Credit 	1 French-Credit 	R1A Comparative Literature-A 
label: 	['98 Public Policy', '2 Economics', '1B Mathematics', '155 Japanese', '24 Integrative Biology', '6B History']
predict: 	['53 Mathematics', '2 Statistics', '100A Economics', '20 Statistics', '54 Mathematics', '1 Economics', '140 Economics', 'C3 Economics', '10B Mathematics', '16B Mathematics']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	5 Political Science-A 	1B Mathematics-B 	1 Economics-A 	98 Engineering-Credit 	sem 1: 	major: ['Letters & Sci Undeclared']: 	179 Political Science-Credit 	R1B Film-B 	10 Business Admin-Undergrad-B 	24 African American Studies-Credit 	C30U Letters & Science-Credit 	sem 2: 	major: ['Letters & Sci Undeclared']: 	179 Political Science-Credit 	30 History-A 	98 Political Science-Credit 	27AC African American Studies-A 	190 Public Policy-B 	80 Earth & Planetary Science-B 
label: 	['117 Sociology', '100A Economics', '20 Statistics', '20 Rhetoric']
predict: 	['2 Statistics', '53 Mathematics', '20 Statistics', '100A Economics', '54 Mathematics', '140 Economics', '1 Economics', 'C3 Economics', '10B Mathematics', '113 Mathematics']
correct: 	['20 Statistics', '100A Economics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	98 Education-Credit 	80 Earth & Planetary Science-A 	5 Political Science-Credit 	16A Mathematics-A 	2AC Anthropology-A 	sem 1: 	major: ['Letters & Sci Undeclared']: 	1 Economics-B 	R1A College Writing Programs-A 	16B Mathematics-B 	98 Psychology-Credit 	sem 2: 	major: ['Letters & Sci Undeclared']: 	45 International & Area Stds-A 	116 Public Health-Credit 	20 Statistics-B 	C140 South Asian-A 
label: 	['100A Economics', '106 Scandinavian', '40 Plant Biology', 'R5B South Asian']
predict: 	['2 Statistics', '53 Mathematics', '100A Economics', '54 Mathematics', '140 Economics', 'C3 Economics', '10B Mathematics', '113 Mathematics', 'W21 Statistics', '1B Mathematics']
correct: 	['100A Economics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	111AC Sociology-B 	98 Business Admin-Undergrad-Credit 	40D Letters & Science-A 	C70Y Letters & Science-A 	10 Business Admin-Undergrad-A 	sem 1: 	major: ['Letters & Sci Undeclared']: 	98 Business Admin-Undergrad-Credit 	C61 Psychology-C 	10 Nutritional Science & Tox-A 	R1A Theater Dance & Perf Stds-B 	20 Statistics-C 	sem 2: 	major: ['Letters & Sci Undeclared']: 	94 Peace & Conflict Studies-Credit 	R1B Theater Dance & Perf Stds-A 	162A Near Eastern Studies-A 	1 Economics-A 
label: 	['2 Spanish', '100A Economics', '198 Public Policy', '126 Public Health']
predict: 	['2 Statistics', '53 Mathematics', '100A Economics', '54 Mathematics', '140 Economics', 'C3 Economics', '16B Mathematics', '113 Mathematics', '10B Mathematics', 'W21 Statistics']
correct: 	['100A Economics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	94 Peace & Conflict Studies-Credit 	17A Classics-A 	10 Nutritional Science & Tox-A 	20AC LGBT Studies-Credit 	16A Mathematics-A 	sem 1: 	major: ['Letters & Sci Undeclared']: 	10 Business Admin-Undergrad-A 	C172 American Studies-A 	16B Mathematics-A 	sem 2: 	major: ['Letters & Sci Undeclared']: 	27AC African American Studies-A 	C5 Business Admin-Undergrad-A 	122 Rhetoric-B 	1 Economics-A 	98 Economics-Credit 	20 Statistics-B 
label: 	['100A Economics', '100D History', '134 Gender & Womens Studies', 'C175 Economics']
predict: 	['2 Statistics', '53 Mathematics', '100A Economics', '54 Mathematics', '140 Economics', 'C3 Economics', '10B Mathematics', '113 Mathematics', 'W21 Statistics', '1B Mathematics']
correct: 	['100A Economics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	105 Letters & Science-A 	20 Geography-A 	C142 South Asian-A 	1 Economics-A 	sem 1: 	major: ['Letters & Sci Undeclared']: 	1B Biology-B 	1AL Chemistry-A 	10 Business Admin-Undergrad-A 	C12 Env Sci, Policy, & Mgmt-Credit 	1A Chemistry-B 
label: 	['190T Business Admin-Undergrad', '32 Integrative Biology', '100A Economics', '20 Statistics']
predict: 	['53 Mathematics', '2 Statistics', '20 Statistics', '100A Economics', '54 Mathematics', '140 Economics', 'C3 Economics', '1 Economics', '10B Mathematics', '113 Mathematics']
correct: 	['20 Statistics', '100A Economics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	R1A Comparative Literature-A 	5 Political Science-A 	8B History-A 	4 French-A 	sem 1: 	major: ['Letters & Sci Undeclared']: 	3AC Anthropology-A 	102 French-A 	98 Music-Credit 	98 Public Policy-Credit 	2 Political Science-A 	sem 2: 	major: ['Letters & Sci Undeclared']: 	R1B History of Art-A 	12 Landscape Arch & Env Plan-B 	1 Economics-C 	45 International & Area Stds-B 	2 Statistics-B 
label: 	['124C Political Science', '100 Political Economy', '100A Economics', '132 Philosophy']
predict: 	['53 Mathematics', '20 Statistics', '100A Economics', '54 Mathematics', '140 Economics', 'C3 Economics', '10B Mathematics', 'W21 Statistics', '113 Mathematics', '16B Mathematics']
correct: 	['100A Economics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	1A Mathematics-B 	1 Sociology-A 	1 Letters & Science-Credit 	5 History-A 	sem 1: 	major: ['Letters & Sci Undeclared']: 	98 Film-Credit 	W21 Statistics-B 	10 Business Admin-Undergrad-B 	2 Political Science-A 	10 Computer Science-A 	sem 2: 	major: ['Letters & Sci Undeclared']: 	10 Rhetoric-A 	61A Computer Science-Credit 	1 Economics-B 	98 Statistics-Credit 
label: 	['16B Mathematics', '117S English', '1 Psychology', '7B History', '100A Economics']
predict: 	['2 Statistics', '53 Mathematics', '20 Statistics', '100A Economics', '54 Mathematics', '140 Economics', 'C3 Economics', '113 Mathematics', '10B Mathematics', '16B Mathematics']
correct: 	['100A Economics', '16B Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	94 Peace & Conflict Studies-Credit 	72 Native American Studies-A 	16B Mathematics-B 	1 Economics-B 	sem 1: 	major: ['Letters & Sci Undeclared']: 	40 Geography-A 	71 Native American Studies-A 	10 Business Admin-Undergrad-B 	100A Economics-B 
label: 	['40 Plant Biology', '45 International & Area Stds', '20 Statistics', '84 Anthropology', '198 Nutritional Science & Tox']
predict: 	['2 Statistics', '53 Mathematics', '20 Statistics', '54 Mathematics', '140 Economics', '1 Economics', 'C3 Economics', '10B Mathematics', '113 Mathematics', '16B Mathematics']
correct: 	['20 Statistics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	160AC Anthropology-A 	20 Statistics-A 	10 Nutritional Science & Tox-A 	98 Env Sci, Policy, & Mgmt-Credit 	54 Mathematics-A 
label: 	['24 English', '61A Computer Science', 'R1B English', '2 Economics', '116 Public Health']
predict: 	['53 Mathematics', '2 Statistics', '100A Economics', '20 Statistics', '54 Mathematics', '1 Economics', '140 Economics', 'C3 Economics', '10B Mathematics', '113 Mathematics']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	2AC Anthropology-B 	94 Statistics-B 	54 Mathematics-B 	39E Letters & Science-A 	7A Physics-A 
label: 	['96 Business Admin-Undergrad', '61A Computer Science', '1 Economics', '16A Electrical Engineering', 'R1B Rhetoric']
predict: 	['53 Mathematics', '2 Statistics', '100A Economics', '20 Statistics', '54 Mathematics', '1 Economics', '140 Economics', 'C3 Economics', '10B Mathematics', '113 Mathematics']
correct: 	['1 Economics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	24 Geography-Credit 	5 Political Science-A 	1 Psychology-A 	98 Mathematics-Credit 	1A Mathematics-A 
label: 	['2 Economics', 'C61 Psychology', '160B Letters & Science', '1B Mathematics', '110B Political Science']
predict: 	['53 Mathematics', '2 Statistics', '100A Economics', '20 Statistics', '54 Mathematics', '1 Economics', '140 Economics', 'C3 Economics', '10B Mathematics', '16B Mathematics']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	R1B Rhetoric-A 	2 Physical Education-Credit 	98 Nutritional Science & Tox-Credit 	C10 Astronomy-A 	5 Political Science-B 
label: 	['3 Spanish', '98 Public Policy', '1 Economics', '8B History', '2 Political Science']
predict: 	['53 Mathematics', '2 Statistics', '100A Economics', '20 Statistics', '54 Mathematics', '1 Economics', '140 Economics', 'C3 Economics', '10B Mathematics', '16B Mathematics']
correct: 	['1 Economics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	159B History-A 	16A Mathematics-B 	R44 Classics-B 	1A Chemistry-Credit 
label: 	['1 Economics', '10 Business Admin-Undergrad', '16B Mathematics', 'R5B Scandinavian']
predict: 	['53 Mathematics', '2 Statistics', '100A Economics', '20 Statistics', '54 Mathematics', '1 Economics', '140 Economics', 'C3 Economics', '10B Mathematics', '16B Mathematics']
correct: 	['1 Economics', '16B Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	1 Letters & Science-Credit 	21 Statistics-A 	32 Physical Education-A 	3AC Sociology-A 
label: 	['C180U Letters & Science', 'C61 Psychology', '100A Economics', '14 Public Health']
predict: 	['53 Mathematics', '2 Statistics', '100A Economics', '20 Statistics', '54 Mathematics', '1 Economics', '140 Economics', 'C3 Economics', '10B Mathematics', '113 Mathematics']
correct: 	['100A Economics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	98 Mechanical Engineering-Credit 	R44 Classics-A 	98 Architecture-Credit 	1 Economics-B 	20 Statistics-B 
label: 	['3 Earth & Planetary Science', '134 Statistics', '53 Mathematics', 'R1B Rhetoric']
predict: 	['53 Mathematics', '2 Statistics', '100A Economics', '20 Statistics', '54 Mathematics', '1 Economics', '140 Economics', 'C3 Economics', '10B Mathematics', '113 Mathematics']
correct: 	['53 Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	3AC Sociology-A 	98 Computer Science-Credit 	7A Korean-A 	1A Chinese-A 	98 Nutritional Science & Tox-Credit 
label: 	['20 Statistics', '100A Economics', '40 Plant Biology', '1B Chinese']
predict: 	['2 Statistics', '53 Mathematics', '100A Economics', '20 Statistics', '54 Mathematics', '1 Economics', '140 Economics', 'C3 Economics', '10B Mathematics', '16B Mathematics']
correct: 	['100A Economics', '20 Statistics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	35AC Integrative Biology-A 	24 Energy and Resources-A 	53 Mathematics-B 
label: 	['134 Statistics', '109 Near Eastern Studies', '54 Mathematics', '1 Economics']
predict: 	['53 Mathematics', '2 Statistics', '100A Economics', '20 Statistics', '54 Mathematics', '1 Economics', '140 Economics', 'C3 Economics', '10B Mathematics', '113 Mathematics']
correct: 	['54 Mathematics', '1 Economics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	1 Letters & Science-Credit 	R4B College Writing Programs-A 	55 Molecular & Cell Biology-B 	16A Mathematics-A 	98BC History-Credit 
label: 	['10 Business Admin-Undergrad', '2 Economics', '16B Mathematics', '3AC Anthropology']
predict: 	['53 Mathematics', '2 Statistics', '100A Economics', '20 Statistics', '54 Mathematics', '1 Economics', '140 Economics', 'C3 Economics', '10B Mathematics', '16B Mathematics']
correct: 	['16B Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	16A Mathematics-B 	10 Gender & Womens Studies-A 	10 Nutritional Science & Tox-A 	7A History-A 
label: 	['16B Mathematics', '2 Political Science', '2 Economics', '10 Business Admin-Undergrad', '198 Computer Science']
predict: 	['53 Mathematics', '2 Statistics', '100A Economics', '20 Statistics', '54 Mathematics', '1 Economics', '140 Economics', 'C3 Economics', '10B Mathematics', '16B Mathematics']
correct: 	['16B Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	C70U Letters & Science-Credit 	16B Mathematics-A 	10 Business Admin-Undergrad-B 	R1A Theater Dance & Perf Stds-B 
label: 	['20 Statistics', '40 Plant Biology', '98 Mathematics', '61A Computer Science']
predict: 	['53 Mathematics', '2 Statistics', '100A Economics', '20 Statistics', '54 Mathematics', '1 Economics', '140 Economics', 'C3 Economics', '10B Mathematics', '113 Mathematics']
correct: 	['20 Statistics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	16B Mathematics-B 	10 Nutritional Science & Tox-A 	98 Public Health-Credit 	116 Public Health-Credit 	3AC Anthropology-A 
label: 	['20 Statistics', 'C61 Psychology', '3 French', '2 Economics']
predict: 	['53 Mathematics', '2 Statistics', '100A Economics', '20 Statistics', '54 Mathematics', '1 Economics', '140 Economics', 'C3 Economics', '10B Mathematics', '16B Mathematics']
correct: 	['20 Statistics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	1B Mathematics-B 	20 Statistics-A 	98 Asian American Studies-Credit 	R1A Spanish-B 
label: 	['29 Music', '11 Nutritional Science & Tox', '2 Economics', '53 Mathematics', '54 Mathematics']
predict: 	['53 Mathematics', '2 Statistics', '100A Economics', '20 Statistics', '54 Mathematics', '1 Economics', '140 Economics', 'C3 Economics', '10B Mathematics', '113 Mathematics']
correct: 	['53 Mathematics', '54 Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	100A Economics-B 	198 Legal Studies-Credit 	20 Statistics-B 	100 Legal Studies-B 
label: 	['100B Economics', '140 Near Eastern Studies', '131 Psychology', '152 Economics']
predict: 	['53 Mathematics', '2 Statistics', '100A Economics', '20 Statistics', '54 Mathematics', '1 Economics', '140 Economics', 'C3 Economics', '10B Mathematics', '113 Mathematics']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	10A Classics-Credit 	11 Physical Education-Credit 	C62 Molecular & Cell Biology-C 	1A Mathematics-C 
label: 	['11 Physical Education', '16B Mathematics', '29 Music', '2 Economics']
predict: 	['128A Mathematics', 'C101 Environ Econ & Policy', '133 Statistics', 'C181 Environ Econ & Policy', '131 Economics', 'H54 Mathematics', '115 Economics', '121A Mathematics', 'C151 Environ Econ & Policy', '101A Economics']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	1A Mathematics-A 	5 Theater Dance & Perf Stds-Credit 	R1A College Writing Programs-A 	C62 Molecular & Cell Biology-A 
label: 	['1B Mathematics', 'R4B College Writing Programs', 'C8 Computer Science', '2 Economics']
predict: 	['53 Mathematics', '2 Statistics', '100A Economics', '20 Statistics', '54 Mathematics', '1 Economics', '140 Economics', 'C3 Economics', '10B Mathematics', '113 Mathematics']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	10 Business Admin-Undergrad-A 	20 Statistics-A 	1B Mathematics-A 	7A Chinese-Credit 
label: 	['54 Mathematics', '10 Nutritional Science & Tox', '55 Mathematics', 'R1A English', '198 Asian American Studies']
predict: 	['53 Mathematics', '2 Statistics', '20 Statistics', '100A Economics', '54 Mathematics', '1 Economics', '140 Economics', 'C3 Economics', '10B Mathematics', '113 Mathematics']
correct: 	['54 Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	10 Business Admin-Undergrad-A 	20 Statistics-A 	98 Public Policy-Credit 	R1A English-B 
label: 	['100A Economics', 'R2B Asian American Studies', '98 Asian Studies', '1 Physical Education', '16B Mathematics', '10 Nutritional Science & Tox', '98BC Env Sci, Policy, & Mgmt', '148 Music']
predict: 	['53 Mathematics', '2 Statistics', '100A Economics', '20 Statistics', '54 Mathematics', '1 Economics', '140 Economics', 'C3 Economics', '10B Mathematics', '113 Mathematics']
correct: 	['100A Economics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	10A Mathematics-C 	1AL Chemistry-A 	1A Chemistry-C 	1 Italian Studies-A 	98 Nutritional Science & Tox-Credit 
label: 	['10 Nutritional Science & Tox', '198 Psychology', '24 History', '16A Mathematics', '2 Italian Studies']
predict: 	['100A Economics', '140 Economics', 'C3 Economics', 'W21 Statistics', '128A Mathematics', '133 Statistics', 'C101 Environ Econ & Policy', '131 Economics', '110 Mathematics', 'C181 Environ Econ & Policy']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	10 Nutritional Science & Tox-Credit 	98 Engineering-Credit 	82 UGIS-UG Interdisc Studies-A 	16A Mathematics-B 	1 Economics-A 
label: 	['R1B History', '16B Mathematics', 'C117 Buddhist Studies', '25AC Theater Dance & Perf Stds']
predict: 	['53 Mathematics', '2 Statistics', '100A Economics', '20 Statistics', '54 Mathematics', '1 Economics', '140 Economics', 'C3 Economics', '10B Mathematics', '16B Mathematics']
correct: 	['16B Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	R2B Asian American Studies-A 	54 Mathematics-B 	10 Nutritional Science & Tox-A 	C70U Letters & Science-B 
label: 	['W21 Statistics', '116 Public Health', '1 Economics', '96 Business Admin-Undergrad', '53 Mathematics']
predict: 	['53 Mathematics', '2 Statistics', '20 Statistics', '100A Economics', '54 Mathematics', '1 Economics', '140 Economics', 'C3 Economics', '10B Mathematics', '113 Mathematics']
correct: 	['53 Mathematics', '1 Economics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	50AC Gender & Womens Studies-A 	R1B Comparative Literature-B 	98 Public Policy-Credit 	2 Philosophy-B 	16A Mathematics-B 
label: 	['2 Economics', '16B Mathematics', '3 Earth & Planetary Science', '11 History of Art']
predict: 	['2 Statistics', '53 Mathematics', '100A Economics', '20 Statistics', '54 Mathematics', '1 Economics', '140 Economics', 'C3 Economics', '10B Mathematics', '16B Mathematics']
correct: 	['16B Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	61A Computer Science-B 	R1B English-A 	198 Business Admin-Undergrad-Credit 	98 Computer Science-Credit 	10 Business Admin-Undergrad-A 
label: 	['97 Education', '26AC Music', '54 Mathematics', '198 Computer Science']
